"tip","ass_bid","ass_tid"
"obj","817","478"
"cnt","817","6"
"cnt","817","5"
"cnt","817","12"
"cnt","817","11"
"cnt","817","26"
"cnt","817","14"
"cnt","817","13"
"cnt","817","27"
"obj","617","585"
"obj","617","815"
"cnt","617","6"
"cnt","617","5"
"cnt","617","12"
"cnt","617","11"
"cnt","617","26"
"cnt","617","14"
"cnt","617","13"
"cnt","617","27"
"cnt","549","13"
"cnt","549","11"
"cnt","603","13"
"cnt","603","14"
"cnt","603","12"
"cnt","567","11"
"cnt","567","6"
"cnt","567","14"
"obj","567","569"
"cnt","75","5"
"cnt","75","6"
"cnt","75","11"
"cnt","75","13"
"cnt","75","14"
"cnt","75","12"
"cnt","75","26"
"cnt","75","27"
"cnt","773","11"
"cnt","773","13"
"cnt","773","14"
"cnt","485","6"
"cnt","485","11"
"cnt","485","13"
"cnt","485","14"
"cnt","485","27"
"cnt","642","11"
"cnt","642","6"
"cnt","642","5"
"cnt","642","12"
"cnt","642","26"
"cnt","642","27"
"cnt","770","14"
"cnt","770","13"
"cnt","770","11"
"cnt","770","6"
"cnt","770","5"
"cnt","770","12"
"cnt","770","26"
"cnt","770","27"
"obj","801","588"
"obj","801","591"
