"tip","ass_bid","ass_tid"
"obj","801","54"
"obj","801","575"
"cnt","801","6"
"cnt","801","11"
"cnt","801","13"
"cnt","801","14"
"cnt","801","5"
"cnt","801","12"
"cnt","801","26"
"cnt","801","27"
"cnt","72","11"
"cnt","72","13"
"cnt","72","14"
"obj","72","734"
"obj","72","141"
"obj","72","49"
"obj","72","469"
"obj","72","1185"
"obj","72","436"
"obj","72","867"
"obj","72","74"
"obj","72","347"
"obj","72","885"
"obj","72","888"
"obj","72","1206"
"obj","72","439"
"obj","72","586"
"obj","72","482"
"obj","72","71"
"obj","72","479"
"obj","72","481"
"obj","72","913"
"obj","913","857"
"obj","913","811"
"obj","913","767"
"cnt","76","13"
"cnt","76","11"
"cnt","76","6"
"cnt","76","5"
"obj","4","639"
"obj","4","76"
"obj","4","82"
"cnt","4","6"
"cnt","4","5"
"cnt","4","11"
"cnt","4","13"
"cnt","4","14"
"cnt","1094","6"
"cnt","1094","11"
"cnt","1094","14"
"cnt","1094","13"
"cnt","1094","27"
"cnt","895","5"
"cnt","895","12"
"cnt","895","26"
"cnt","895","27"
"cnt","764","6"
"cnt","764","11"
"cnt","764","13"
"cnt","764","14"
"cnt","908","14"
"cnt","908","13"
"cnt","908","11"
"cnt","908","6"
"obj","59","465"
"obj","59","60"
"obj","59","921"
"obj","59","872"
"obj","59","579"
"obj","59","922"
"cnt","1059","6"
"cnt","1059","5"
"cnt","1059","12"
"cnt","1059","11"
"cnt","1059","26"
"cnt","1059","14"
"cnt","1059","13"
"cnt","1059","27"
"cnt","1213","5"
"cnt","1213","6"
"obj","1213","1084"
"obj","1213","170"
"obj","1213","333"
"obj","1213","933"
"cnt","1214","13"
"cnt","1214","14"
"cnt","1214","6"
"cnt","1216","13"
"cnt","1216","27"
"obj","1216","538"
"obj","1216","339"
"obj","1216","452"
"obj","1216","802"
"cnt","1217","27"
"cnt","1217","13"
"cnt","1217","14"
"cnt","1217","26"
"cnt","1217","11"
"cnt","1217","12"
"cnt","1217","6"
"cnt","1218","6"
"obj","1218","50"
"obj","1218","52"
"obj","1218","854"
"cnt","1219","6"
"cnt","1219","11"
"cnt","1219","14"
"cnt","1219","13"
"cnt","1219","27"
"cnt","1220","6"
"cnt","1220","12"
"cnt","1220","11"
"cnt","1220","26"
"cnt","1220","14"
"cnt","1220","13"
"cnt","1220","27"
"cnt","1221","6"
"cnt","1221","11"
"cnt","1221","13"
"cnt","1221","27"
"cnt","1222","27"
"cnt","1222","13"
"cnt","1222","14"
"cnt","1222","26"
"cnt","1222","11"
"cnt","1222","12"
"cnt","1222","6"
"cnt","1223","27"
"cnt","1223","6"
"cnt","1223","11"
"cnt","1223","26"
"cnt","1223","13"
"cnt","1224","6"
"cnt","1224","11"
"cnt","1224","14"
"cnt","1224","13"
"cnt","1224","27"
"obj","1226","425"
"obj","1226","1052"
"obj","1226","58"
"obj","1226","57"
"cnt","1228","6"
"cnt","1228","12"
"cnt","1228","11"
"cnt","1228","26"
"cnt","1228","14"
"cnt","1228","13"
"cnt","1228","27"
"cnt","1229","6"
"cnt","1229","12"
"cnt","1229","11"
"cnt","1229","14"
"cnt","1229","13"
"cnt","1229","27"
"cnt","1230","27"
"cnt","1230","13"
"cnt","1230","14"
"cnt","1230","11"
"cnt","1230","12"
"cnt","1230","6"
"cnt","1231","6"
"cnt","1231","12"
"cnt","1231","11"
"cnt","1231","26"
"cnt","1231","14"
"cnt","1231","13"
"cnt","1231","27"
"cnt","1232","6"
"cnt","1232","11"
"cnt","1232","13"
"cnt","1232","27"
"cnt","1233","13"
"cnt","1233","27"
"obj","1233","478"
"obj","1233","880"
"obj","1234","617"
"obj","1234","600"
"obj","1234","570"
"obj","1234","598"
"cnt","1235","13"
"cnt","1235","14"
"cnt","1235","11"
"cnt","1235","6"
"cnt","1236","6"
"cnt","1236","11"
"cnt","1236","13"
"cnt","1238","6"
"cnt","1238","12"
"cnt","1238","11"
"cnt","1238","26"
"cnt","1238","14"
"cnt","1238","13"
"cnt","1238","27"
"cnt","1239","27"
"cnt","1239","13"
"cnt","1239","14"
"cnt","1239","11"
"cnt","1239","6"
"cnt","1240","6"
"cnt","1240","11"
"cnt","1240","14"
"cnt","1240","13"
"cnt","1240","27"
"cnt","1241","6"
"cnt","1241","12"
"cnt","1241","11"
"cnt","1241","26"
"cnt","1241","27"
"cnt","1241","13"
"cnt","1241","14"
"cnt","1242","14"
"cnt","1242","11"
"cnt","1242","6"
"obj","1242","1085"
"obj","1242","483"
"cnt","1243","27"
"obj","1243","581"
"obj","1243","97"
"obj","1243","597"
"obj","1243","856"
"obj","1243","1078"
"obj","1243","1079"
"cnt","1244","27"
"cnt","1244","13"
"cnt","1244","11"
"cnt","1244","6"
"cnt","1245","11"
"cnt","1245","6"
"obj","1245","947"
"obj","1245","333"
"cnt","1246","6"
"cnt","1246","11"
"cnt","1246","14"
"cnt","1246","13"
"cnt","1247","6"
"cnt","1247","11"
"cnt","1247","14"
"cnt","1247","13"
"cnt","1247","27"
"cnt","1249","27"
"cnt","1249","13"
"cnt","1249","11"
"cnt","1249","6"
"cnt","1250","6"
"cnt","1250","11"
"cnt","1250","13"
"cnt","1250","27"
"cnt","1251","6"
"obj","1251","564"
"obj","1251","814"
"obj","1251","825"
"cnt","1256","11"
"cnt","1256","6"
"obj","1256","876"
"obj","1256","1240"
"cnt","1257","27"
"cnt","1257","13"
"cnt","1257","11"
"cnt","1257","6"
"cnt","1259","27"
"cnt","1259","13"
"cnt","1259","11"
"cnt","1259","6"
"cnt","1262","27"
"cnt","1262","13"
"cnt","1262","11"
"cnt","1262","6"
"cnt","1263","6"
"cnt","1263","5"
"cnt","1263","11"
"cnt","1263","14"
"cnt","1263","13"
"cnt","1263","27"
"cnt","1256","13"
"cnt","1256","27"
"cnt","1251","11"
"cnt","1251","13"
"cnt","1251","27"
"obj","1250","882"
"obj","1250","394"
"obj","1250","1210"
"obj","1250","564"
"obj","1249","940"
"obj","1249","811"
"obj","1249","478"
"cnt","1243","13"
"cnt","1243","14"
"cnt","1243","26"
"cnt","1243","11"
"cnt","1243","12"
"cnt","1243","6"
"cnt","1242","13"
"cnt","1242","27"
"obj","1241","97"
"obj","1241","648"
"obj","1241","642"
"obj","1241","586"
"obj","1239","1185"
"obj","1239","586"
"obj","1239","479"
"obj","1239","71"
"obj","1239","482"
"obj","1234","602"
"obj","1234","1094"
"obj","1234","466"
"obj","1234","509"
"obj","1234","557"
"cnt","1234","6"
"cnt","1234","11"
"cnt","1234","13"
"cnt","1234","27"
"cnt","1233","11"
"cnt","1233","6"
"cnt","1216","14"
"cnt","1216","26"
"cnt","1216","11"
"cnt","1216","6"
"cnt","1264","27"
"cnt","1264","13"
"cnt","1264","14"
"cnt","1264","26"
"cnt","1264","11"
"cnt","1264","12"
"cnt","1264","5"
"cnt","1264","6"
"cnt","1265","26"
"cnt","1265","11"
"cnt","1265","12"
"cnt","1265","5"
"cnt","1265","6"
"obj","1265","36"
"obj","1265","1078"
"obj","1265","1230"
"cnt","1266","6"
"obj","1266","575"
"obj","1266","54"
"obj","1266","591"
"obj","1266","588"
"obj","1266","475"
"obj","1266","447"
"obj","1266","1267"
"obj","1267","1266"
"cnt","1267","6"
"cnt","1267","5"
"cnt","1267","12"
"cnt","1267","11"
"cnt","1267","26"
"cnt","1267","14"
"cnt","1267","13"
"cnt","1267","27"
"cnt","1268","27"
"cnt","1268","13"
"cnt","1268","14"
"cnt","1268","26"
"cnt","1268","6"
"cnt","1268","5"
"cnt","1268","12"
"cnt","1268","11"
"cnt","1270","5"
"cnt","1272","11"
"cnt","1272","26"
"cnt","1272","14"
"cnt","1272","13"
"cnt","1272","27"
"obj","1272","575"
"obj","1272","591"
"cnt","1273","27"
"cnt","1273","6"
"cnt","1273","12"
"cnt","1273","11"
"cnt","1273","26"
"cnt","1273","14"
"cnt","1273","13"
"obj","1274","1273"
"obj","1273","1274"
"obj","1275","599"
"obj","1275","609"
"cnt","1276","27"
"cnt","1276","13"
"cnt","1276","14"
"cnt","1276","26"
"cnt","1276","11"
"cnt","1276","12"
"cnt","1276","6"
"obj","1277","1223"
"cnt","1277","6"
"cnt","1277","5"
"cnt","1277","12"
"cnt","1277","11"
"cnt","1277","26"
"cnt","1277","14"
"cnt","1277","13"
"cnt","1277","27"
"obj","1223","1277"
"cnt","1278","27"
"cnt","1278","13"
"cnt","1278","14"
"cnt","1278","26"
"cnt","1278","11"
"cnt","1278","12"
"cnt","1278","5"
"cnt","1278","6"
"cnt","1281","27"
"cnt","1281","13"
"cnt","1281","14"
"cnt","1281","26"
"cnt","1281","11"
"cnt","1281","12"
"cnt","1281","5"
"cnt","1281","6"
"cnt","1283","6"
"cnt","1283","5"
"cnt","1283","12"
"cnt","1283","11"
"cnt","1283","26"
"cnt","1283","14"
"cnt","1283","13"
"cnt","1283","27"
"cnt","1284","5"
"cnt","1284","6"
"obj","1284","485"
"obj","1284","638"
"obj","1284","1310"
"obj","1284","448"
"obj","1284","367"
"obj","1284","597"
"cnt","1285","27"
"cnt","1285","13"
"cnt","1285","14"
"cnt","1285","26"
"cnt","1285","11"
"cnt","1285","12"
"cnt","1285","5"
"cnt","1285","6"
"obj","1285","907"
"obj","1285","418"
"obj","1285","449"
"obj","1285","446"
"obj","1285","1098"
"obj","1285","644"
"obj","1285","84"
"cnt","1286","27"
"cnt","1286","13"
"cnt","1286","14"
"cnt","1286","26"
"cnt","1286","11"
"cnt","1286","12"
"cnt","1286","5"
"cnt","1286","6"
"obj","1286","907"
"obj","1286","418"
"obj","1286","449"
"obj","1286","446"
"obj","1286","1098"
"obj","1286","644"
"obj","1286","84"
"obj","1286","1285"
"cnt","1287","13"
"cnt","1287","14"
"cnt","1287","11"
"cnt","1287","5"
"cnt","1287","6"
"cnt","1288","13"
"cnt","1288","14"
"cnt","1288","11"
"cnt","1288","5"
"cnt","1288","6"
"cnt","1289","6"
"cnt","1289","5"
"cnt","1289","11"
"cnt","1289","14"
"cnt","1289","13"
"cnt","1292","6"
"cnt","1292","5"
"cnt","1292","12"
"cnt","1292","11"
"cnt","1292","26"
"cnt","1292","14"
"cnt","1292","13"
"cnt","1292","27"
"cnt","1293","6"
"cnt","1293","5"
"cnt","1293","12"
"cnt","1293","11"
"cnt","1293","26"
"cnt","1293","14"
"cnt","1293","13"
"cnt","1293","27"
"cnt","1294","27"
"cnt","1294","13"
"cnt","1294","14"
"cnt","1294","26"
"cnt","1294","11"
"cnt","1294","12"
"cnt","1294","5"
"cnt","1294","6"
"cnt","1842","13"
"cnt","1842","6"
"cnt","1842","11"
"cnt","1841","13"
"cnt","1841","14"
"cnt","1841","11"
"cnt","1841","6"
"cnt","1840","27"
"cnt","1840","13"
"cnt","1840","11"
"cnt","1840","6"
"cnt","1839","13"
"cnt","1839","14"
"cnt","1839","6"
"cnt","1838","13"
"cnt","1838","27"
"cnt","1838","6"
"cnt","1296","5"
"cnt","1296","6"
"obj","1296","1206"
"obj","1296","439"
"obj","1296","586"
"obj","1296","72"
"obj","1296","479"
"obj","1296","71"
"cnt","1298","26"
"cnt","1298","11"
"cnt","1298","12"
"cnt","1298","5"
"cnt","1298","6"
"obj","1298","563"
"obj","1298","564"
"obj","1298","1293"
"cnt","1298","14"
"cnt","1298","13"
"cnt","1298","27"
"obj","1268","55"
"obj","1268","56"
"obj","1268","763"
"obj","1268","701"
"cnt","1226","6"
"cnt","1226","11"
"cnt","1226","13"
"cnt","1226","27"
"cnt","1272","12"
"cnt","1272","6"
"obj","1221","764"
"obj","1221","769"
"obj","1221","898"
"obj","1221","796"
"obj","1221","623"
"cnt","1218","11"
"cnt","1218","13"
"cnt","1218","27"
"cnt","1300","27"
"cnt","1300","13"
"cnt","1300","14"
"cnt","1300","26"
"cnt","1300","11"
"cnt","1300","12"
"cnt","1300","6"
"cnt","1301","26"
"cnt","1301","11"
"cnt","1301","12"
"cnt","1301","6"
"obj","1301","1305"
"obj","1301","597"
"obj","1301","1230"
"cnt","1302","6"
"cnt","1302","5"
"cnt","1302","12"
"cnt","1302","11"
"cnt","1302","26"
"cnt","1302","14"
"cnt","1302","13"
"cnt","1302","27"
"cnt","1303","6"
"cnt","1303","5"
"cnt","1303","11"
"cnt","1303","14"
"cnt","1303","13"
"cnt","1799","11"
"cnt","1799","6"
"cnt","1798","13"
"cnt","1798","6"
"cnt","1305","11"
"cnt","1305","12"
"cnt","1305","5"
"cnt","1305","6"
"obj","1305","655"
"obj","1305","597"
"obj","1305","1079"
"obj","1305","1265"
"cnt","1306","27"
"cnt","1306","13"
"cnt","1306","14"
"cnt","1306","26"
"cnt","1306","11"
"cnt","1306","12"
"cnt","1306","5"
"cnt","1306","6"
"cnt","1307","12"
"cnt","1307","5"
"cnt","1307","6"
"obj","1307","435"
"obj","1307","455"
"obj","1307","420"
"obj","1307","1302"
"obj","1307","634"
"cnt","1308","27"
"cnt","1308","13"
"cnt","1308","14"
"cnt","1308","26"
"cnt","1308","11"
"cnt","1308","12"
"cnt","1308","5"
"cnt","1308","6"
"cnt","1309","27"
"cnt","1309","13"
"cnt","1309","14"
"cnt","1309","26"
"cnt","1309","11"
"cnt","1309","12"
"cnt","1309","5"
"cnt","1309","6"
"cnt","1310","27"
"cnt","1310","13"
"cnt","1310","14"
"cnt","1310","26"
"cnt","1310","11"
"cnt","1310","12"
"cnt","1310","5"
"cnt","1310","6"
"cnt","1823","13"
"cnt","1823","11"
"cnt","1823","6"
"cnt","1822","13"
"cnt","1822","11"
"cnt","1822","6"
"cnt","1821","13"
"cnt","1821","11"
"cnt","1312","6"
"cnt","1312","5"
"cnt","1312","11"
"cnt","1312","14"
"cnt","1312","13"
"cnt","1313","6"
"cnt","1313","12"
"cnt","1313","11"
"cnt","1313","26"
"cnt","1313","14"
"cnt","1313","13"
"cnt","1313","27"
"cnt","1314","6"
"cnt","1314","5"
"cnt","1314","12"
"cnt","1314","11"
"cnt","1314","26"
"cnt","1314","14"
"cnt","1314","13"
"cnt","1314","27"
"cnt","1821","6"
"cnt","1820","27"
"cnt","1820","13"
"cnt","1307","11"
"cnt","1307","26"
"cnt","1307","14"
"cnt","1307","13"
"cnt","1307","27"
"cnt","1266","5"
"cnt","1266","12"
"cnt","1266","11"
"cnt","1266","26"
"cnt","1266","14"
"cnt","1266","13"
"cnt","1266","27"
"cnt","1305","26"
"cnt","1305","14"
"cnt","1305","13"
"cnt","1305","27"
"cnt","1301","14"
"cnt","1301","13"
"cnt","1301","27"
"cnt","1296","12"
"cnt","1296","11"
"cnt","1296","26"
"cnt","1296","14"
"cnt","1296","13"
"cnt","1296","27"
"cnt","1284","12"
"cnt","1284","11"
"cnt","1284","26"
"cnt","1284","14"
"cnt","1284","13"
"cnt","1284","27"
"cnt","1265","14"
"cnt","1265","13"
"cnt","1265","27"
"cnt","1184","6"
"obj","572","600"
"obj","572","545"
"obj","572","818"
"cnt","572","14"
"cnt","572","13"
"cnt","572","11"
"cnt","572","6"
"cnt","863","13"
"cnt","863","14"
"obj","866","868"
"obj","866","821"
"cnt","866","14"
"cnt","866","13"
"cnt","866","11"
"cnt","866","6"
"obj","611","1257"
"cnt","1316","6"
"cnt","1316","5"
"cnt","1316","12"
"cnt","1316","11"
"cnt","1316","26"
"cnt","1316","14"
"cnt","1316","13"
"cnt","1316","27"
"cnt","1317","27"
"cnt","1317","13"
"cnt","1317","14"
"cnt","1317","26"
"cnt","1317","11"
"cnt","1317","12"
"cnt","1317","5"
"cnt","1317","6"
"cnt","1318","6"
"cnt","1318","12"
"cnt","1318","11"
"cnt","1318","26"
"cnt","1318","14"
"cnt","1318","13"
"cnt","1318","27"
"cnt","1319","27"
"cnt","1319","13"
"cnt","1319","14"
"cnt","1319","26"
"cnt","1319","11"
"cnt","1319","12"
"cnt","1319","6"
"cnt","1321","27"
"cnt","1321","13"
"cnt","1321","14"
"cnt","1321","26"
"cnt","1321","11"
"cnt","1321","12"
"cnt","1321","6"
"cnt","1322","27"
"cnt","1322","13"
"cnt","1322","14"
"cnt","1322","26"
"cnt","1322","11"
"cnt","1322","12"
"cnt","1322","6"
"cnt","1323","6"
"cnt","1323","12"
"cnt","1323","11"
"cnt","1323","26"
"cnt","1323","14"
"cnt","1323","13"
"cnt","1323","27"
"cnt","1324","6"
"cnt","1324","12"
"cnt","1324","11"
"cnt","1324","26"
"cnt","1324","14"
"cnt","1324","13"
"cnt","1324","27"
"cnt","1325","6"
"cnt","1325","12"
"cnt","1325","11"
"cnt","1325","26"
"cnt","1325","14"
"cnt","1325","13"
"cnt","1325","27"
"cnt","1326","27"
"cnt","1326","13"
"cnt","1326","14"
"cnt","1326","26"
"cnt","1326","11"
"cnt","1326","12"
"cnt","1326","6"
"cnt","1327","6"
"cnt","1327","11"
"cnt","1327","14"
"cnt","1327","13"
"cnt","1328","13"
"cnt","1328","14"
"cnt","1328","11"
"cnt","1328","6"
"cnt","1329","6"
"cnt","1329","12"
"cnt","1329","11"
"cnt","1329","26"
"cnt","1329","14"
"cnt","1329","13"
"cnt","1329","27"
"cnt","1330","27"
"cnt","1330","13"
"cnt","1330","14"
"cnt","1330","26"
"cnt","1330","11"
"cnt","1330","12"
"cnt","1330","6"
"cnt","1331","27"
"cnt","1331","6"
"cnt","1331","12"
"cnt","1331","11"
"cnt","1331","26"
"cnt","1331","14"
"cnt","1331","13"
"cnt","1332","6"
"obj","1332","436"
"obj","1332","867"
"obj","1332","74"
"obj","1332","347"
"obj","1332","885"
"obj","1332","1408"
"cnt","1333","6"
"cnt","1333","12"
"cnt","1333","11"
"cnt","1333","26"
"cnt","1333","14"
"cnt","1333","13"
"cnt","1333","27"
"cnt","1334","6"
"cnt","1334","12"
"cnt","1334","11"
"cnt","1334","26"
"cnt","1334","14"
"cnt","1334","13"
"cnt","1334","27"
"cnt","1335","27"
"cnt","1335","13"
"cnt","1335","14"
"cnt","1335","26"
"cnt","1335","11"
"cnt","1335","12"
"cnt","1335","6"
"cnt","1336","27"
"cnt","1336","13"
"cnt","1336","14"
"cnt","1336","26"
"cnt","1336","11"
"cnt","1336","12"
"cnt","1336","6"
"cnt","1337","6"
"cnt","1337","12"
"cnt","1337","11"
"cnt","1337","26"
"cnt","1337","14"
"cnt","1337","13"
"cnt","1337","27"
"cnt","1338","6"
"cnt","1338","12"
"cnt","1338","11"
"cnt","1338","26"
"cnt","1338","14"
"cnt","1338","13"
"cnt","1338","27"
"cnt","1339","27"
"cnt","1339","13"
"cnt","1339","14"
"cnt","1339","26"
"cnt","1339","11"
"cnt","1339","12"
"cnt","1339","6"
"cnt","1340","27"
"cnt","1340","13"
"cnt","1340","14"
"cnt","1340","26"
"cnt","1340","11"
"cnt","1340","12"
"cnt","1340","6"
"cnt","1341","6"
"cnt","1341","12"
"cnt","1341","11"
"cnt","1341","26"
"cnt","1341","14"
"cnt","1341","13"
"cnt","1341","27"
"cnt","1342","6"
"cnt","1342","12"
"cnt","1342","11"
"cnt","1342","26"
"cnt","1342","14"
"cnt","1342","13"
"cnt","1342","27"
"cnt","1343","27"
"cnt","1343","13"
"cnt","1343","14"
"cnt","1343","26"
"cnt","1343","11"
"cnt","1343","12"
"cnt","1343","6"
"cnt","1345","27"
"cnt","1345","13"
"cnt","1345","14"
"cnt","1345","26"
"cnt","1345","11"
"cnt","1345","12"
"cnt","1345","6"
"cnt","1346","27"
"cnt","1346","13"
"cnt","1346","14"
"cnt","1346","26"
"cnt","1346","11"
"cnt","1346","12"
"cnt","1346","6"
"cnt","1347","6"
"cnt","1347","11"
"cnt","1347","26"
"cnt","1347","14"
"cnt","1347","13"
"cnt","1347","27"
"obj","1348","40"
"obj","1348","706"
"obj","1348","587"
"obj","1348","708"
"obj","1348","939"
"obj","1348","759"
"obj","1348","761"
"cnt","1349","6"
"cnt","1349","12"
"cnt","1349","11"
"cnt","1349","26"
"cnt","1349","14"
"cnt","1349","13"
"cnt","1349","27"
"cnt","1350","27"
"cnt","1350","13"
"cnt","1350","14"
"cnt","1350","26"
"cnt","1350","11"
"cnt","1350","12"
"cnt","1350","6"
"cnt","1351","13"
"cnt","1351","14"
"cnt","1351","11"
"cnt","1351","6"
"cnt","1352","13"
"cnt","1352","6"
"cnt","1352","11"
"cnt","1352","14"
"cnt","1353","6"
"cnt","1353","11"
"cnt","1353","14"
"cnt","1353","13"
"cnt","1354","13"
"cnt","1354","14"
"cnt","1354","11"
"cnt","1354","6"
"cnt","1355","6"
"cnt","1355","11"
"cnt","1355","14"
"cnt","1355","13"
"cnt","1368","27"
"cnt","1368","13"
"cnt","1368","14"
"cnt","1368","26"
"cnt","1368","11"
"cnt","1368","12"
"cnt","1368","6"
"cnt","1369","27"
"cnt","1369","13"
"cnt","1369","14"
"cnt","1369","26"
"cnt","1369","11"
"cnt","1369","12"
"cnt","1369","6"
"cnt","1370","27"
"cnt","1370","13"
"cnt","1370","14"
"cnt","1370","26"
"cnt","1370","11"
"cnt","1370","12"
"cnt","1370","6"
"cnt","1371","27"
"cnt","1371","13"
"cnt","1371","14"
"cnt","1371","26"
"cnt","1371","11"
"cnt","1371","12"
"cnt","1371","6"
"cnt","1372","6"
"cnt","1372","12"
"cnt","1372","11"
"cnt","1372","26"
"cnt","1372","14"
"cnt","1372","13"
"cnt","1372","27"
"cnt","1373","6"
"cnt","1373","5"
"cnt","1373","27"
"cnt","1373","13"
"cnt","1373","14"
"cnt","1373","26"
"cnt","1373","11"
"cnt","1373","12"
"cnt","1374","27"
"cnt","1374","13"
"cnt","1374","14"
"cnt","1374","26"
"cnt","1374","11"
"cnt","1374","12"
"cnt","1374","5"
"cnt","1374","6"
"cnt","1375","27"
"cnt","1375","13"
"cnt","1375","14"
"cnt","1375","26"
"cnt","1375","11"
"cnt","1375","12"
"cnt","1375","6"
"cnt","1376","6"
"obj","1376","885"
"obj","1376","888"
"obj","1376","1408"
"obj","1376","1206"
"obj","1376","439"
"obj","1376","586"
"cnt","1377","27"
"cnt","1377","13"
"cnt","1377","14"
"cnt","1377","26"
"cnt","1377","11"
"cnt","1377","12"
"cnt","1377","6"
"cnt","1378","27"
"cnt","1378","13"
"cnt","1378","14"
"cnt","1378","26"
"cnt","1378","11"
"cnt","1378","12"
"cnt","1378","6"
"cnt","1379","27"
"cnt","1379","13"
"cnt","1379","14"
"cnt","1379","26"
"cnt","1379","11"
"cnt","1379","12"
"cnt","1379","6"
"cnt","1380","27"
"cnt","1380","13"
"cnt","1380","14"
"cnt","1380","26"
"cnt","1380","11"
"cnt","1380","12"
"cnt","1380","6"
"cnt","1381","6"
"cnt","1381","12"
"cnt","1381","11"
"cnt","1381","26"
"cnt","1381","14"
"cnt","1381","13"
"cnt","1381","27"
"cnt","1382","27"
"cnt","1382","13"
"cnt","1382","14"
"cnt","1382","26"
"cnt","1382","11"
"cnt","1382","12"
"cnt","1382","6"
"cnt","1383","27"
"cnt","1383","13"
"cnt","1383","14"
"cnt","1383","26"
"cnt","1383","11"
"cnt","1383","12"
"cnt","1383","6"
"cnt","1384","27"
"cnt","1384","13"
"cnt","1384","14"
"cnt","1384","26"
"cnt","1384","11"
"cnt","1384","12"
"cnt","1384","6"
"cnt","1385","6"
"cnt","1385","12"
"cnt","1385","11"
"cnt","1385","26"
"cnt","1385","14"
"cnt","1385","13"
"cnt","1385","27"
"cnt","1386","6"
"cnt","1386","12"
"cnt","1386","11"
"cnt","1386","26"
"cnt","1386","14"
"cnt","1386","13"
"cnt","1386","27"
"cnt","1387","27"
"obj","1387","105"
"obj","1387","104"
"obj","1387","103"
"obj","1387","1063"
"obj","1387","869"
"obj","1387","1071"
"cnt","1388","27"
"cnt","1388","13"
"cnt","1388","14"
"cnt","1388","26"
"cnt","1388","11"
"cnt","1388","12"
"cnt","1388","6"
"cnt","1389","27"
"cnt","1389","13"
"cnt","1389","14"
"cnt","1389","26"
"cnt","1389","11"
"cnt","1389","12"
"cnt","1389","6"
"cnt","1390","27"
"cnt","1390","13"
"cnt","1390","14"
"cnt","1390","26"
"cnt","1390","11"
"cnt","1390","12"
"cnt","1390","6"
"cnt","1391","27"
"cnt","1391","13"
"cnt","1391","14"
"cnt","1391","26"
"cnt","1391","11"
"cnt","1391","12"
"cnt","1391","6"
"cnt","1392","13"
"cnt","1392","14"
"cnt","1392","26"
"cnt","1392","11"
"cnt","1392","12"
"cnt","1392","6"
"obj","1392","567"
"cnt","1393","6"
"cnt","1393","12"
"cnt","1393","11"
"cnt","1393","26"
"cnt","1393","14"
"cnt","1393","13"
"cnt","1393","27"
"cnt","1394","27"
"cnt","1394","13"
"cnt","1394","14"
"cnt","1394","26"
"cnt","1394","11"
"cnt","1394","12"
"cnt","1394","6"
"cnt","1395","27"
"cnt","1395","13"
"cnt","1395","14"
"cnt","1395","26"
"cnt","1395","11"
"cnt","1395","12"
"cnt","1395","6"
"cnt","1396","27"
"cnt","1396","13"
"cnt","1396","14"
"cnt","1396","26"
"cnt","1396","11"
"cnt","1396","12"
"cnt","1396","6"
"cnt","1397","27"
"cnt","1397","13"
"cnt","1397","14"
"cnt","1397","26"
"cnt","1397","11"
"cnt","1397","12"
"cnt","1397","6"
"cnt","1398","27"
"cnt","1398","13"
"cnt","1398","14"
"cnt","1398","26"
"cnt","1398","11"
"cnt","1398","12"
"cnt","1398","6"
"cnt","1399","6"
"cnt","1399","12"
"cnt","1399","11"
"cnt","1399","26"
"cnt","1399","14"
"cnt","1399","13"
"cnt","1399","27"
"cnt","1400","27"
"cnt","1400","13"
"cnt","1400","14"
"cnt","1400","6"
"cnt","1400","12"
"cnt","1400","11"
"cnt","1400","26"
"cnt","1401","27"
"cnt","1401","13"
"cnt","1401","14"
"cnt","1401","26"
"cnt","1401","11"
"cnt","1401","12"
"cnt","1401","6"
"cnt","1402","27"
"cnt","1402","13"
"cnt","1402","14"
"cnt","1402","26"
"cnt","1402","11"
"cnt","1402","12"
"cnt","1402","6"
"cnt","1403","27"
"cnt","1403","13"
"cnt","1403","14"
"cnt","1403","26"
"cnt","1403","11"
"cnt","1403","12"
"cnt","1403","6"
"cnt","1404","13"
"cnt","1404","27"
"obj","1404","875"
"obj","1404","812"
"obj","1404","819"
"obj","1404","866"
"obj","1404","1382"
"cnt","1405","27"
"cnt","1405","13"
"cnt","1405","14"
"cnt","1405","26"
"cnt","1405","11"
"cnt","1405","12"
"cnt","1405","6"
"cnt","1406","27"
"cnt","1406","13"
"cnt","1406","14"
"cnt","1406","26"
"cnt","1406","11"
"cnt","1406","12"
"cnt","1406","5"
"cnt","1406","6"
"cnt","1407","6"
"cnt","1407","12"
"cnt","1407","11"
"cnt","1407","26"
"cnt","1407","14"
"cnt","1407","13"
"cnt","1407","27"
"cnt","1408","12"
"cnt","1408","6"
"obj","1408","940"
"obj","1408","583"
"obj","1408","1060"
"obj","1408","1062"
"obj","1408","1068"
"cnt","1409","13"
"cnt","1409","14"
"cnt","1409","11"
"cnt","1409","6"
"cnt","1410","27"
"cnt","1410","13"
"cnt","1410","14"
"cnt","1410","26"
"cnt","1410","11"
"cnt","1410","12"
"cnt","1410","6"
"cnt","1411","6"
"cnt","1411","12"
"cnt","1411","11"
"cnt","1411","26"
"cnt","1411","14"
"cnt","1411","13"
"cnt","1411","27"
"cnt","1412","6"
"cnt","1412","12"
"cnt","1412","11"
"cnt","1412","26"
"cnt","1412","14"
"cnt","1412","13"
"cnt","1412","27"
"cnt","1413","27"
"cnt","1413","13"
"cnt","1413","14"
"cnt","1413","26"
"cnt","1413","11"
"cnt","1413","12"
"cnt","1413","6"
"cnt","1414","6"
"cnt","1414","12"
"cnt","1414","11"
"cnt","1414","26"
"cnt","1414","14"
"cnt","1414","13"
"cnt","1414","27"
"obj","1400","447"
"obj","1400","475"
"obj","1400","452"
"cnt","1392","27"
"cnt","1171","14"
"cnt","1171","11"
"cnt","1171","6"
